date,ROR,COPPER,EUR,SP500,US10,GOLD_micro,GAS_US_mini,CRUDE_W_mini
11/15/2006,0.0025,0.001625536,0,0.003010235,-0.005390203,-0.001551671,0.005822862,0.012238806
11/16/2006,0.0033,-0.015786368,-0.001931101,0.00280112,-0.004241281,-0.002175715,-0.006572647,-0.022264819
11/17/2006,-0.0032,0.004946785,0.001174723,-0.000199521,0.006389019,0.000830651,0.007536257,0.012215352
11/20/2006,0.0018,-0.00477327,-0.000138041,0.000399122,0.000705384,-0.000414981,-0.004870624,0.00193683
11/21/2006,0.0009,0.022182254,0.002001864,0.000797925,0.001879699,0.006850026,-0.002403531,0.012936803
11/22/2006,0.0022,-0.001319648,0.005649134,0.001793901,0.001172608,0.000309246,-0.013141756,-0.008220787
11/23/2006,-0.0002,,0.001507107,-0.000994827,,,,
11/24/2006,0.0014,,0.009507849,-0.00338578,0.001171234,,0.005948153,0
11/27/2006,-0.0053,0.022463662,0.002574787,-0.01558753,0.001403837,0.011953833,0.001235548,0.008140912
11/28/2006,0.0023,-0.014215968,0.00419018,0.004060089,0.002803738,-0.003360489,0.007360071,0.001761856
11/29/2006,0.0044,-0.002913328,-0.002288253,0.011120097,-0.001863933,-0.001941351,0.011593822,0.01612194
11/30/2006,0.0076,0.012710007,0.006071031,0.00059988,0.006069093,0.011363636,-0.001729954,0.006634934
12/1/2006,0.0039,-0.00678015,0.005565054,-0.001998401,0.004640371,-0.002328171,-0.009747855,0.007880785
12/4/2006,0.0028,0.001161946,-0.000400067,0.008209852,-0.000461894,0.000304383,-0.019600123,-0.008672164
12/5/2006,-0.0005,0.020600609,0,0.004766634,-0.000462107,-0.003042905,-0.010531483,-0.002581385
12/6/2006,-0.0047,-0.024733475,-0.002868292,-0.00158134,-0.004623208,-0.01220877,0.003111893,-0.007332854
12/7/2006,0.001,-0.016907156,-0.000468274,-0.004751534,0,0.001132969,0.003327039,-0.005793743
12/8/2006,-0.0065,0.002965159,-0.005554998,0.000994629,-0.00743149,-0.00617284,-0.003091952,-0.006701632
12/11/2006,0.0077,0.006356245,0.003432379,0.003577107,0.00327562,0.003933747,-0.007866229,-0.007333529
12/12/2006,0.0055,-0.011457109,0.001542641,-0.001386139,0.003731343,-0.003196535,0.000634288,-0.004580378
12/13/2006,-0.0024,-0.018276374,-0.004821698,0.001189768,-0.008828995,0.000724113,0.007425518,0.002078076
12/14/2006,0.001,0.007416377,-0.003499209,0.009308774,-0.002344116,-0.001550548,-0.004853933,0.013775737
12/15/2006,-0.0049,-0.012319712,-0.003984198,0,0,-0.012216586,-0.007858369,0.004091175
12/18/2006,-0.0006,0.003954974,0.000813587,-0.002747253,0.000469925,-0.00125773,-0.014202476,-0.018917346
12/19/2006,0.0042,-0.003636364,0.006571148,0.001180638,-0.000469704,0.00787071,-0.001662357,0.011124295
12/20/2006,0.0038,-0.019160584,-0.001144126,-0.000786164,0,-0.001145356,-0.005689177,0.013202288
12/21/2006,0.0018,-0.022945736,-0.000336893,-0.004327301,0.005169172,-0.002814552,0.001349025,-0.008107717
12/22/2006,-0.0017,-0.008410029,-0.002628652,-0.007506914,-0.007947638,0.000731758,-0.006921862,-0.002627354
12/25/2006,0,,,,,,,
12/26/2006,0.0036,0.007681229,-0.00263558,0.006767516,0.001885014,0.004805181,-0.021518454,-0.015220255
12/27/2006,0.0068,0.011434016,0.001084121,0.006524318,-0.006114769,0.003534671,-0.008366401,-0.011443008
12/28/2006,0.004,-0.0059664,0.002233578,-0.002553526,-0.004259346,0.006837253,0.006122843,0.001503307
12/29/2006,0.0012,-0.007581741,0.003039001,-0.004135486,-0.00190114,0.001131804,0.001341703,0.009306515
1/1/2007,0,,,,,,,
1/2/2007,0.0082,,0.006194243,0,0.001904762,,-0.001004929,0
1/3/2007,-0.0025,-0.070666879,-0.008297367,-0.002966185,0.002376425,-0.008427544,-0.003257329,-0.04164188
1/4/2007,-0.0058,-0.016098647,-0.005532877,0.002181674,0.004741583,-0.003731343,0.004421376,-0.036933582
1/5/2007,-0.0127,-0.02332463,-0.005631509,-0.008707698,-0.002831524,-0.020079068,-0.004449761,0.016919111
1/8/2007,0.0007,-0.002495099,0.001364675,0.004791376,-0.000946521,0.00265421,0.010621425,0.004436698
1/9/2007,0.0052,0.01000536,-0.001430956,-0.001589509,0,0.005929691,0.001997337,-0.006783404
1/10/2007,-0.0018,0.0382098,-0.004571974,0.00318408,-0.001894836,-0.001684211,0.006786901,-0.031289708
1/11/2007,0.015,-0.001703868,-0.003221937,0.005157707,-0.005695301,0.000527204,-0.001649932,-0.048860469
1/12/2007,0.0051,-0.01911589,0.001650562,0.007696862,-0.002863961,0.013700074,-0.002360941,0.008791588
1/15/2007,0.0021,,0.001098562,0.002154328,,,0.000331314,
1/16/2007,0.0025,-0.008874195,-0.001028771,-0.003713113,0.001914791,-0.001039609,-0.002507689,-0.034347232
1/17/2007,0.001,-0.002808989,0.001441763,0,-0.003822264,0.007701114,-0.01337634,0.016103345
1/18/2007,0.0055,-0.027288732,0.0015768,-0.004315418,0.002877697,-0.005370236,0.003557692,-0.008881923
1/19/2007,-0.0011,0.009049774,0,0.002758077,-0.00191296,0.008618004,0.022563955,0.03198032
1/22/2007,0.0011,0.004484305,-0.001026729,-0.004518664,0.00143747,-0.002367717,0.017849613,-0.0069811
1/23/2007,0.0007,0.017857143,0.005138922,0.003552398,-0.003827751,0.012176246,-0.00041425,0.033436214
1/24/2007,-0.0061,0.007719298,-0.003749276,0.008456244,-0.000480307,0.002344785,-0.003407469,0.003650241
1/25/2007,-0.0003,0.018454039,-0.002805433,-0.01326053,-0.005766458,-0.000101709,-0.016541145,-0.015043809
1/26/2007,-0.0017,-0.005982906,-0.001029265,-0.001383399,-0.00096665,-0.003458448,0.012825934,0.016784156
1/29/2007,0.0057,-0.032674119,0.002816224,-0.000989511,-0.000967586,-0.001531081,-0.008488728,-0.023109937
1/30/2007,-0.0043,0.006933333,0.000616459,0.006141046,0.001452784,0.001022286,0.030081871,0.045961473
1/31/2007,-0.0048,0.011652542,0.004449464,0.007088009,0.00435203,0.007863562,-0.001952948,0.019386107
2/1/2007,0.0033,-0.022338569,-0.000885951,0.006060606,-0.000962927,0.005167697,-0.001638225,-0.01141046
2/2/2007,0.0017,-0.03837915,-0.004229051,0.001748931,0.000481928,-0.011592742,-0.002643694,0.028214171
2/5/2007,-0.0049,-0.002413217,-0.002397507,0.000581959,0.001926782,0.004691484,0.006718157,-0.003429997
2/6/2007,0.0006,0.029772981,0.004051224,-0.000387747,0.004326922,0.002639326,0.001906664,-0.003911139
2/7/2007,0.003,-0.014998193,0.001709694,0.001939488,0.002872187,-0.001417434,0.000679656,-0.01978954
2/8/2007,-0.0016,-0.001651073,0.001775047,-0.001355014,0.000477327,0.005576397,0.005976907,0.0328473
2/9/2007,0.0027,0.0246233,-0.002317102,-0.008528785,-0.005248091,0.009578544,-0.000900212,0.002792429
2/12/2007,0.0013,-0.014347202,-0.003073875,-0.003910068,-0.001918465,-0.004993508,-0.023246385,-0.026918317
2/13/2007,0.0003,0.038937409,0.005207441,0.009028459,-0.000961076,0.001204456,0.005719293,0.018759936
2/14/2007,0.0047,-0.00262697,0.006202924,0.007002529,0.008177007,0.003508772,-0.004815409,-0.02278402
2/15/2007,-0.0066,0.030553117,0.00054195,0.000772648,0.002862595,-0.000599401,0.002442396,-0.003832641
2/16/2007,0,-0.006645084,-6.77E-05,-0.000386026,0.000951475,0.00139944,0.006435894,0.020840013
2/19/2007,0.0014,,0.000947964,0.000386175,,,0.00054812,0
2/20/2007,0.0028,-0.020068611,-0.001150008,0.001737116,0.001425855,-0.011778798,0.006162976,-0.010678392
2/21/2007,0.0019,0.023980396,0,-0.000963391,-0.001423825,0.023232323,0.000907441,0.020952381
2/22/2007,0.0033,0.038119658,-0.001083607,-0.00096432,-0.003802281,-0.000987167,0.004578422,0.023631841
2/23/2007,-0.0012,0.024370163,0.002711956,-0.004247104,0.005248091,0.003656126,0.000451243,0.011998785
2/26/2007,0.0001,0.004983122,0.001352311,-0.000969368,0.004746084,0.003052082,-0.004329981,0.001951073
2/27/2007,-0.0221,-0.01615483,0.003781357,-0.044440132,0.012753895,-0.002552022,-0.009331823,0.000748951
2/28/2007,-0.008,-0.023410828,-0.000807238,0.011169781,-0.003731343,-0.014465656,-0.00836801,0.007932944
3/1/2007,-0.0122,0,-0.003164237,-0.003213497,0,-0.007388917,0.0029051,0.0004455
3/2/2007,-0.0092,-0.016147828,0.000472765,-0.01551481,0.004213483,-0.021124635,-0.002574831,-0.009054475
3/5/2007,-0.0126,-0.011844332,-0.007088129,-0.011051985,-0.0004662,-0.005035454,0.000691467,-0.020671061
3/6/2007,0.0057,0.014554795,0.002651528,0.019246689,-0.001399254,0.007229911,0.010134513,0.012542062
3/7/2007,0.005,0.022616034,0.003322597,-0.001827411,0.0032695,0.006870386,-0.007889456,0.01570997
3/8/2007,0.0028,0.016999505,-0.00304126,0.009357201,-0.000465549,0.002647927,-0.001838658,0.000892326
3/9/2007,0.0007,-0.016066212,-0.001288005,0.000201532,-0.008849556,-0.003555104,-0.006723463,-0.017830609
3/12/2007,0.0037,0.021606465,0.004819277,0.001611928,0.004229323,-0.001732926,-0.008159859,-0.011195159
3/13/2007,-0.0029,-0.008556668,0.000607964,-0.022128344,0.007019185,-0.000919024,9.35E-05,-0.004436965
3/14/2007,-0.0024,-0.002605439,0.001485232,0.008023041,-0.00232342,-0.00705233,0.006824024,0.005225142
3/15/2007,0.0063,0.051265306,0.000876336,0.001428571,-0.001397298,0.004734946,-0.006267119,-0.007796973
3/16/2007,0.0027,0.008386395,0.005320761,-0.003668229,-0.001166045,0.006966499,-0.000420443,-0.002773498
3/19/2007,0.0044,0.002618204,-0.001138914,0.013704234,-0.002568293,0.000406959,-0.003364958,0.0026267
3/20/2007,0.0017,0.002764977,0.001140213,0.006255044,0.002340824,0.004779823,0.001688159,-0.006472492
3/21/2007,0.0014,-0.003676471,0.004354671,0.017244837,0.003736571,0.001012146,0.012358972,0.0085311
3/22/2007,0,0.016451415,-0.003401928,0,-0.00697999,0.004246714,0.006566474,0.025530606
3/23/2007,-0.0025,-0.001210104,-0.00341354,0.001576976,-0.002343017,-0.006947241,-0.000229706,0.0044991
3/26/2007,0,0.02135393,0.00329091,-0.001377682,0.00234852,0.006691676,-0.001148791,0.016572111
3/27/2007,-0.0019,-0.022390273,0.001338823,-0.00374458,-0.001874414,-0.001410011,0.013709344,0.006168307
3/28/2007,-0.0087,0.00227514,-0.002807768,-0.008704253,-0.000469483,0.004336863,-0.002859088,0.011677127
3/29/2007,0.0056,0.007566586,0.001072638,0.001596488,-0.001878816,-0.005322354,-0.000500637,0.011830905
3/30/2007,-0.0013,0.016972064,0.001674201,-0.000199243,-0.001882353,0.001413428,0.005054415,0.000427777
4/2/2007,0.0055,0.010190518,0.000668561,0.001594261,0.000471476,0.002520415,-0.005482059,0.004561003
4/3/2007,0.0067,0.038157895,-0.0023384,0.011142061,-0.002356267,-0.001810137,-0.007698966,-0.00737798
4/4/2007,0.0029,0.021968737,0.002343881,0.000983865,0.001889466,0.007757405,0.003718667,0.007861635
4/5/2007,0.0014,-0.002480364,0.004008685,0.003341852,-0.002357378,0.0019994,0.003796368,0.003545596
4/6/2007,-0.0009,,-0.003793046,0,-0.008506615,,,
4/9/2007,0.0001,0.037159829,-0.001202365,0.001371473,0.000476644,-0.002494263,-0.000911328,-0.017947993
4/10/2007,0.0074,0.005727224,0.00561779,0.001173939,0.002382086,0.00460092,0.016008392,0.009785581
4/11/2007,0,0.015494636,-0.000465534,-0.00586281,-0.001425855,0.000199124,-0.00341159,-0.002850221
4/12/2007,0.0019,-0.022300469,0.003127183,0.005504226,0,-0.001990842,0.004234044,0.014720595
4/13/2007,0.0085,0.009070295,0.003382748,0.004496579,-0.002855783,0.010173549,-0.005651491,-0.00056338
4/16/2007,0.0046,0.001586252,0,0.011093811,0.002386634,0.004541864,-0.015020975,-0.01705186
4/17/2007,0.0012,0.036162069,0.002379772,0.002694899,0.005238094,-0.001965795,-0.000915919,-0.015913978
4/18/2007,-0.0035,-0.014138326,0.002703861,0.000959877,0.003315963,0.000787867,0.002979465,0.001311189
4/19/2007,-0.0023,-0.007364341,0.00013154,0,-0.000472143,-0.004920291,-0.001508158,-0.00742034
4/20/2007,0.007,0.00676819,-0.001578272,0.009781358,0,0.00741693,-0.00471439,0.007915567
4/23/2007,-0.0039,0.006334842,-0.00098798,-0.003608737,0.001889466,-0.001570629,0.008599678,0.022542176
4/24/2007,-0.0043,-0.020940391,0.004219548,0.000190621,0.00330033,-0.006390719,9.12E-05,-0.016640592
4/25/2007,0.0044,0.010890959,-6.57E-05,0.00933867,-0.002349624,-0.000296853,0.00241634,0.019959502
4/26/2007,-0.0001,-0.025051921,-0.002626309,0.001510574,-0.004239283,-0.009304167,-0.006594806,-0.010068066
4/27/2007,0.0016,0.006257489,0.003291531,-0.000565611,-0.000946074,0.003796583,0.009065104,0.018478728
4/30/2007,-0.0043,0.006350886,-0.000262459,-0.010186757,0.007575756,0.001692047,-0.001043557,-0.007594937
5/1/2007,0.0006,0.020510124,-0.002953434,0.003239947,-0.001879699,-0.006160572,-0.003224781,-0.009778912
5/2/2007,0.003,0.002576656,-0.000789915,0.006268997,-0.00047081,-0.00219956,-0.000911328,-0.007871762
5/3/2007,0.0026,0.021074274,-0.003096281,0.005474797,-0.00329722,0.009318637,0.01026179,-0.003606463
5/4/2007,0.0016,0.008054367,0.002973732,0.004506196,0.003780718,0.00526159,-0.000496592,-0.010279427
5/7/2007,0.0029,-0.010736579,0.000527096,0,0.00047081,0.00069129,-0.008536585,-0.009215916
5/8/2007,-0.0041,0.001766784,-0.003819433,-0.001495327,0.000470588,-0.002960624,-0.004555601,0.005462867
5/9/2007,0.0004,-0.01095994,-0.001255991,0.002433545,-0.004703668,-0.004850045,0.00457645,-0.009544787
5/10/2007,-0.0055,-0.02865877,-0.002779892,-0.012138189,0.002835538,-0.01541675,-0.002004464,0.004892513
5/11/2007,0.0048,0.009834776,0.002455779,0.009829868,-0.002827521,0.005354076,0.00935774,0.008114488
5/14/2007,0.0047,-0.027788599,0.001456616,-0.002620741,-0.001890359,-0.002210611,0.001356729,-0.004829504
5/15/2007,0.0012,0.010818753,0.002975108,-0.000187688,-0.002367424,0.004431017,-0.00252913,0.010882353
5/16/2007,-0.0011,-0.030391121,-0.005207475,0.007133471,0,-0.013033888,0.003078873,-0.005964504
5/17/2007,0.002,-0.031616244,-0.001325249,-0.002050326,-0.004746084,-0.004368143,0.009208269,0.023415776
5/18/2007,0.0032,0.004784689,0.000995256,0.009525588,-0.004768716,0.004897459,-0.007290455,-0.001287001
5/21/2007,0.0033,0.021568627,-0.002651377,0,0.00143747,0.001827597,-0.001892318,0.012170676
5/22/2007,0.0002,-0.026871401,-0.001595055,-0.002035153,-0.004306219,-0.003952569,-0.004604343,-0.018248691
5/23/2007,0.0041,-0.000563539,0.000798802,0.000185391,-0.002402691,0.002747253,-0.002176772,0.008789625
5/24/2007,-0.0077,-0.033831407,-0.002261465,-0.010379981,-0.000481695,-0.009436834,-0.003999455,-0.012855306
5/25/2007,0.0028,0.040852057,0.001266624,0.004307923,-0.000481928,0.00204876,-0.002783482,0.008681812
5/28/2007,0.0003,,0.000332901,0.00074599,,,-0.004850371,
5/29/2007,0.001,-0.000140174,-0.000465906,0.003168095,-0.0024108,0.001942343,0.002758874,-0.02883374
5/30/2007,0.0008,-0.004626384,-0.001132013,0.008545421,0,-0.004183247,0.007382612,0.001624815
5/31/2007,0.011,0.025915493,0.001533282,-0.000736784,-0.001933301,0.007581967,0.000136556,0.003096888
6/1/2007,0.011,0.002608457,-0.00026625,0.004792627,-0.00677966,0.010372178,-0.002048061,0.015877683
6/4/2007,-0.001,0.017253184,0.002596624,0.000550358,0.001950268,-0.000603865,0.013636156,0.015484805
6/5/2007,-0.0001,-0.007134204,0.002257861,-0.004767143,-0.004866179,-0.001208459,-0.00458922,-0.00541542
6/6/2007,-0.0081,-0.010168113,-0.001192645,-0.012711864,0.00195599,-0.000504134,0.00207919,0.002579166
6/7/2007,0.0033,-0.007396247,-0.005240638,-0.020339616,-0.012201072,-0.009482498,-0.013667118,0.008432185
6/8/2007,0.0029,-0.032979164,-0.00380114,0.014285714,-0.001976284,-0.015174661,-0.005945031,-0.030187075
6/11/2007,0.0032,0.028110731,-0.000937176,0.001877934,-0.001485148,0.008996898,-0.002024198,0.017536168
6/12/2007,0.0015,-0.019153366,-0.003953231,-0.0131209,-0.010907286,-0.006046941,0.004932467,-0.006175499
6/13/2007,0.0037,0.007358143,0.000538159,0.017283951,0.003007518,-0.000412456,-0.004954128,0.011849711
6/14/2007,0.0059,0.022334598,6.72E-05,0.00690814,-0.00149925,0.003301011,0.007422091,0.012139389
6/15/2007,0.0069,0.008106623,0.005311103,0.006119043,0.005505505,0.002878881,0.006177642,0.006208551
6/18/2007,0.0003,-0.001090364,0.001538101,-0.001290085,0.00298656,0.001230265,-0.011415317,0.010517459
6/19/2007,-0.0038,-0.00641288,0.001001569,0.002214431,0.00694789,0.004915011,-0.005980586,-0.001665279
6/20/2007,0.0011,0.013183191,-0.001667612,-0.016203277,-0.004435682,-0.004789077,-0.006988476,-0.009591326
6/21/2007,0.001,-0.010707509,-0.00113587,0.006550627,-0.003465346,-0.005938364,-0.001304996,-0.005052632
6/22/2007,-0.0041,-0.005754213,0.005418241,-0.011342507,0.003477396,0.002883922,-0.010920291,0.010720835
6/25/2007,-0.0049,0.00413394,-0.00046572,-0.005266128,0.006930692,-0.002362124,-0.007879589,0.000279135
6/26/2007,-0.0036,-0.022917524,-0.000599061,-0.011911514,-0.001966568,-0.009676755,-0.00475579,-0.023022185
6/27/2007,-0.0077,0.012219101,-0.000199807,0.01626483,0.003448275,-0.000519751,0.00592536,0.006569552
6/28/2007,0.0119,0.020119328,-0.000333078,-0.001318019,-0.004418261,0.005824233,-0.019333998,0.003405221
6/29/2007,0.004,0.006528836,0.006130677,-0.001319759,0.007889545,0.00051701,0.003536136,0.016544118
7/2/2007,0.002,0.022162162,0.005497235,0.011704739,0.003424657,0.008577925,0.001110199,0.010154403
7/3/2007,0.0025,0.004759387,-0.001185654,0.003918642,-0.005363237,-0.003893842,-0.000337512,0.00399339
7/4/2007,0.0016,,0.001055165,0.00204461,,,-0.003713886,
7/5/2007,0.0054,0.012763158,-0.001778715,-0.003338898,-0.010294116,-0.004937764,-0.00348567,0.001645865
7/6/2007,0.0066,0.000259841,0.002045867,0.005955704,-0.004952946,0.004341983,-0.007481539,0.007394222
7/9/2007,0.0022,0.00909209,-0.000197583,0,0.00348432,0.007925888,-0.001321586,-0.001495175
7/10/2007,-0.0084,-0.005019951,0.007707256,-0.016651249,0.012400792,0.001940359,0.013723472,0.006942554
7/11/2007,0,0.00297542,0.000261481,0.008278457,-0.002939735,-0.002344307,-0.006720495,-0.004461268
7/12/2007,0.0075,-0.010447569,0.002614123,0.018473596,-0.004914004,0.006334287,-0.00024338,-0.001765345
7/13/2007,0.0029,0.003128259,-0.000325913,0.003114694,0.000493827,-0.001015228,0.004674035,0.010202694
7/16/2007,-0.0028,-0.008056133,-0.000847651,-0.000182648,0.00740375,-0.00101626,-0.014586867,-0.003501212
7/17/2007,0.001,-0.002488866,0.000652592,-0.000730727,-0.004409602,-0.000406918,-0.00191797,-0.004054054
7/18/2007,-0.0023,0.002757715,0.001304334,-0.002925046,0.007874015,0.007938123,0.010445923,0.016960651
7/19/2007,0.0039,0.025929806,6.51E-05,0.003667033,-0.001464844,0.004442649,0.006924465,0.00760507
7/20/2007,-0.0049,0.011105438,0.001432805,-0.010778224,0.00782396,0.006634499,-0.01351155,-0.001721398
7/23/2007,0.0025,-0.012372175,-0.001235652,0.002954755,-0.000970403,-0.003195526,-0.019587629,-0.007560684
7/24/2007,-0.004,-0.009459287,0.000846492,-0.019517584,0.002428363,0.003305951,-0.00846227,-0.016974071
7/25/2007,-0.0074,-0.01651826,-0.006896327,0.001690141,0.003875968,-0.010983525,0.00969599,0.022705642
7/26/2007,-0.021,-0.008660281,0.00176881,-0.027559055,0.014478762,-0.011105502,0.00140042,-0.01462377
7/27/2007,-0.0143,0.006485771,-0.007324331,-0.02313476,-0.001902949,-0.002756508,0.005394067,0.018753373
7/30/2007,0.0002,0.010915308,0.003952699,0.017959345,-0.002859866,0.004095004,0.017585693,-0.004237849
7/31/2007,0.001,0.015610771,-0.000721808,-0.01454052,0.00334608,0.002752855,-0.016207772,0.01742253
8/1/2007,-0.0084,-0.016267452,-0.001181994,0.006295495,0.000476417,-0.003457041,0.008882493,-0.009934641
8/2/2007,0.0068,-0.003125,0.00243253,0.009188661,0,0.000714213,-0.014214746,0.00422498
8/3/2007,-0.0029,-0.024555904,0.004394163,-0.030027121,0.006190475,0.007952692,-0.002794132,-0.011964239
8/6/2007,-0.0047,-0.001472951,0.001501845,0.019772319,-0.002839564,-0.001112685,0.006404483,-0.043113772
8/7/2007,0.0006,0.008850744,-0.003716381,0.011555033,-0.001898434,-0.001012658,-0.000397733,0.005562509
8/8/2007,0.0073,-0.017944969,0.00386113,0.016650532,-0.010461244,0.003953371,0.003879439,-0.006914673
8/9/2007,-0.0153,-0.021115322,-0.007888132,-0.036374024,0.00768861,-0.013529887,0.015556877,-0.006405793
8/10/2007,-0.0085,-0.000414823,0.000985642,-0.004150198,0.001907487,0.009007165,0.012196312,-0.002242467
8/13/2007,0.0008,0.02254807,-0.005317228,0.003175233,0.000475964,-0.000710083,0.000144592,-0.003090322
8/14/2007,-0.0048,-0.019209957,-0.005477644,-0.016419387,0.005233111,-0.00121815,0.007903234,0.00732704
8/15/2007,-0.0046,-0.010482759,-0.005905969,-0.015888978,0.004732607,0,-0.008893139,0.017764722
8/16/2007,-0.0131,-0.067465849,-0.001068055,0.008174944,0.010362693,-0.021546905,-0.000530658,-0.029274327
8/17/2007,0.0014,0.016890882,0.002606168,0.020677073,-0.004195804,0.009037083,0.004778454,0.011326632
8/20/2007,0.0021,0.003821843,0.00059986,-0.000794439,0.002808988,-0.000308833,-0.044723063,-0.009939801
8/21/2007,-0.0002,-0.002782252,-0.000999167,0.000993838,0.004668533,-0.000102976,-0.005430956,-0.017816742
8/22/2007,0.0011,0.018208517,0.005334222,0.014694202,-0.003717472,0.002471679,-0.013348165,-0.004175065
8/23/2007,0.0001,0.014710124,0.001591776,-0.001761252,-0.000466418,-0.000410931,0.002818489,0.007373139
8/24/2007,0.002,0.021176805,0.006820515,0.013330719,-0.002333177,0.009249743,-0.007716286,0.01435132
8/27/2007,0.0014,0.003340292,-0.00171002,-0.010640356,0.002806361,-0.001323829,-0.004737872,0.00877193
8/28/2007,0.0005,-0.010542378,-0.002437659,-0.024638248,0.009794775,-0.002651168,0.007244127,-0.004207574
8/29/2007,0.0009,0.010794897,0.004490969,0.021852446,-0.002771362,0.001942542,-0.009863351,0.020422535
8/30/2007,0.0021,0.000970874,-0.003287419,-0.003139101,0.006484483,-0.001530612,0.005188337,-0.003450656
8/31/2007,-0.0059,0.015934599,0.000659652,0.012005511,-0.005522319,0.007971385,-0.010529576,0.009833795
9/3/2007,0.0005,,-0.000791061,-0.000194477,,,-0.00161711,
9/4/2007,0.0035,-0.024822695,-0.001451427,0.010114764,0,0.009530569,0.008046397,0.012343986
9/5/2007,0.0026,-0.012027972,0.002510654,-0.01001348,0.009717722,-0.000903887,0.002695278,0.002574177
9/6/2007,0.0002,0.011183465,0.002965697,0.002334176,-0.003208066,0.013872135,-0.009046265,0.008378378
9/7/2007,0.0059,-0.014279714,0.005059631,-0.015330875,0.015632182,0.005056514,-0.004173187,0.004958456
9/10/2007,0.0032,0.001278228,0.002092119,-0.003547497,0.003168854,0.002367564,0.010424306,0.00720096
9/11/2007,0.0014,0.037304965,0.002544446,0.013844937,-0.004963898,0.008660565,0.00171082,0.009135443
9/12/2007,0.0009,-0.007657596,0.004099828,0.002926258,-0.004081632,-0.000390282,0.021581617,0.019942272
9/13/2007,-0.0028,0.010197051,-0.001749895,0.006613499,-0.007285973,-0.002733041,-0.012969249,0.004373553
9/14/2007,0.0008,-0.001091256,0.000129849,0,0.002752293,-9.79E-05,0.003079608,-0.005891393
9/17/2007,-0.0004,0.007510583,-0.000714077,-0.006376812,-0.000914913,0.00587314,0.008135905,0.01159495
9/18/2007,0.0062,0.007590133,0.007145873,0.033644496,0.001373626,-9.73E-05,-0.005735458,0.011207336
9/19/2007,0.0015,0.034301856,-0.00206405,0.00639699,-0.004115226,0.005839416,-0.00867834,0.009445844
9/20/2007,0.0038,0.004942125,0.006980577,-0.007291082,-0.013774103,0.009869376,0.010350687,0.01172801
9/21/2007,0.0011,-0.000517665,0.00186142,0.002071563,0.003724394,-0.001053943,-0.000560652,0
9/24/2007,0.0005,0.013595753,-0.000448474,-0.002067281,0.000463822,0.000383656,0.005354684,-0.006042669
9/25/2007,-0.0011,-0.00408789,0.003589398,-0.002071563,0.001854427,-0.000479386,-0.007000101,-0.0191067
9/26/2007,0.001,-0.003848127,-0.00089414,0.005472731,0,-0.003261391,-0.002554148,0.003162155
9/27/2007,0.0082,0.008756116,0.001598108,0.006193694,0.004627487,0.003945722,-0.001024275,0.033413189
9/28/2007,0.0051,-0.002042379,0.007211922,-0.004849841,-0.001381851,0.009681748,0.001640521,-0.012567106
10/1/2007,0,0.013174725,-0.001710864,0.013870665,0.000922509,0.003892528,0.003122121,-0.014827629
10/2/2007,-0.0075,0.004923621,-0.005395284,-0.001479016,0.00391705,-0.016833743,0.011939385,-0.003010159
10/3/2007,-0.0003,0.013190955,-0.003127094,-0.002777263,-0.002065641,-0.000577145,-0.007159784,-0.000251604
10/4/2007,0.0029,-0.006323621,0.000704203,0.001113999,0.002299908,0.007795958,0.005078462,0.020385051
10/5/2007,0.0046,-0.003119541,0.001343441,0.013724036,-0.012620466,0.003247063,-0.00687181,-0.00024664
10/8/2007,-0.0054,-0.028163725,,-0.005854372,,-0.008091385,-0.008903587,-0.027383742
10/9/2007,0.0035,0.001159196,-0.002491615,0.009937431,-0.001394376,0.004222649,-0.002104723,0.014457831
10/10/2007,0.0028,0.01968352,0.001985461,-0.002186589,0.000465441,0.002771407,0.004681311,0.013376672
10/11/2007,0.0093,-0.006308352,0.005241459,-0.005843682,-0.000697837,0.010197274,-0.002713774,0.020355292
10/12/2007,-0.0024,-0.004189944,-0.002543478,0.006796473,-0.002793296,-0.002735849,0.000256713,0.00580341
10/15/2007,0.0002,0.008542649,0.001593727,-0.010399562,0.002334267,0.007946268,0.014731547,0.018872461
10/16/2007,-0.0038,-0.011378003,-0.00216402,-0.009402655,0.002561714,-0.000187705,-0.002933886,0.007668712
10/17/2007,0.0027,-0.011508951,0.001339499,0.003722315,0.011382112,0.000281611,0.008015829,-0.007142021
10/18/2007,0.0061,-0.014100906,0.006815938,-0.004264788,0.00482315,0.006006006,-0.000452967,0.01509434
10/19/2007,-0.0038,0.002624328,0,-0.030540037,0.00982857,-0.000279851,-0.016666667,-0.005111524
10/22/2007,-0.0092,-0.01701348,-0.008857676,0.005954668,-0.000452693,-0.007838014,-0.009575503,-0.003386268
10/23/2007,0.0093,0.007189455,0.005936612,0.009165553,-0.000226449,0.002915452,-0.002843553,-0.002343292
10/24/2007,0.0008,-0.0161269,0.000317289,-0.000189215,0.007474518,0.002344336,0.009488256,0.014445097
10/25/2007,0.0081,0.009001747,0.003869699,-0.000189251,-0.002473021,0.005051923,0.006625578,0.02118546
10/26/2007,0.0082,0.013715047,0.004170748,0.013250047,-0.003155285,0.015358838,-0.001275575,0.011449949
10/29/2007,0.006,-0.004334691,0.002454297,0.0033626,0.000226091,0.004675468,0.008225197,0.025442726
